2010-07-13,,"Start of first TEST on buoy in and out of water inside boat basin with everything working, all Met sensors connected and 1 SBE39TP, 1 SBE37TC, and 1 Aquadopp."
2010-07-21,20:30,Start of moored buoy test.  Buoy towed outside of boat basin and anchored in lake.
2010-07-28,,Vaisala SBD 23 added to buoy for comparison
2010-08-11,20:20,"Taken off buoy for repair, GPS not working."
2010-09-02,21:30,"Back outside on test outside Bldg 3, GPS repaired, updated firmware to v1.11 100813, added Aquadopp CM."
2010-09-20,16:00,"Noticed that this TFLEX unit, 0002, was only getting GPS position updates sporadically while set to every 6 hours, so will try to change it to once per day.  Pat says this could be because it's testing outside of Bldg 3, and the building is interfering with GPS satellite reception."
2010-09-20,21:00,"Reset, took out of LOG mode, updated Configuration to set ""GPS Interval"" from every 6 hours to 24 hours (once/day).  Also updated ""GPS set time"" to 12:15.  Then put back into LOG mode."
2010-09-22,18:00,"Noticed that GPS not coming in at all, no positions."
2010-09-23,20:30,"Stopped test, disconnected battery and all sensors and brought in TFLEX 0002 to repair GPS."
2010-10-05,17:30,"GPS Repaired, Started test out in EDD Dog House shed with NO sensors connected."
2010-10-06,15:45,Stopped test.  Brought inside to use to test some Gill winds.
2010-10-06,16:35,"Put back out on test in Dog house shed to test GPS, set for every 6 hours"
2010-10-08,16:20,Stopped test.  GPS working okay.  Brought inside lab to upgrade Iridium transmitter firmware.
2010-10-08,,Randy Bott updated Iridium transmitter firmware.
2010-11-04,16:51,Started LOGGING. SPARE TFLEX SYSTEM. 
,,INDUCTIVE SET TO START 19:00 GMT
2010-11-05,,NO INDUCTIVE COMMS.
,15:29,Taken out of LOG mode
,15:48,Put back into LOG mode. Loaded new cal file with AQUADOPP
,16:20,RF update. NO SSTC (SBE37TC-SMP)-->All other sensors GOOD
,20:44,Restart system in LOG.  Rectified SBE37TC-SMP issue.  Must OUTPUT SALINITY  from instrument for TFLEX to read.
,,"ATRH=OK, RAIN=OK, SWR=OK, TESTIND=OK, SSTC=OK"
2010-11-15,,Last transmission received from TFLEX can  -jms (due to failure of v1.11 100813)
2010-11-17,,Tried to establish comms with TLEX can via term cable.  No Joy. System not responding -jms
2010-11-17,,Brought system into Pat's Lab (can+batt connected). Pat running diagnostics on it. -jms
2010-12-06,22:00,"Pat updated firmware to v1.12 101206, which fixes Sparton compass problem with v 1.10 100514."
2010-12-07,00:30,"START of TESTING for firmware v1.12 101206 with set of spare deployment sensors, SBE39T, SBE39TP, SBE37TC, Aquadopp.   XMIT, GPS, ALL sensors working, put in LOG mode."
2010-12-09,21:20,Stopped TESTING so Pat can do some bench testing & current drain testing.
2010-12-13,22:45,"ReStarted TESTING in LOG mode, v1.12 101206. (see above for sensors)"
