2011-09-29,,"Built NEW, bench tested okay, all sensors working.  RF modem, Iridium, and GPS tested okay. Loaded firmware v1.11, 110408."
2011-10-06,,"Ran current drain test with v1.11, 110408, problem with RF modem not turning off and powering down."
2011-11-09,,"Updated firmware to version 1.11, 111101."
2011-12-02,,"Updated firmare to version 1.11, 111121."
2011-12-06,00:10,"Started test for IO2-12, put in LOG mode with all MET sensors except LWR & Baro.  All subsurface sensors except no SBE39TPs (which are at Seabird getting calibrated)."
2011-12-07,17:58,"Stopped system, took out of LOG mode.  Battery voltages not working, reading high, 20v with 10v input."
2011-12-08,,"Pat tried to troubleshoot voltage problem on CPU board, A/D CH 6, but could not fix it, so replaced CPU board.  New CPU board working, battery voltage telemetry is now working."
2011-12-16,19:50,"Started test for IO2-12, put in LOG mode with all MET sensors except LWR & Baro, plus 4 inductive sensors: TC, T, Nortek, TP. Located outside of Bldg 3 in tube test rack."
2012-01-05,22:05,Successfully sent Rudics dialout command XO to turn-on the RF modem
2012-01-06,19:00,"IO-12 TEST COMPLETE, disconnected power from TFLEX0004 electronics (accidentally, instead of cntrl-C out of LOG mode)"
2012-04-01,,"NOT used on IO3-12-BJ, air shipped back to Seattle."
2012-07-20,,"Updated firmware to version 1.11, 120504"
2012-07-23,21:40,"Started testing outside for PI3-12, spare system.  Reconfigured with new cal file with LWR & Baro."
2012-07-27,16:00,Ended testing for PI3-12
2012-07-30,,"Shipped for PI3-12-RB, Spare system."
2013-02-04,,"Spare system from PI3-12-RB, not deployed.  Will be shipped back after cruise."
2013-03-15,,"Spare system back at PMEL from PI3-12-RB, not deployed. "
2013-03-18,19:00,"Updated firmware to version 1.12, 130225."
2013-03-18,21:00,Started testing outside for PI3-13 (to replace TFLEX0007 with data Flash RAM write problem).
2013-03-19,17:00,"Accidently knocked over TFLEX0004 electronics can while painting the Nortek heads, which disconnected & reconnected power, resetting LOG mode."
2013-03-21,16:30,Stopped TEST for PI3-13.
2013-07-21,,"Deployed at 8S-67E, RT004, on IO3-13-SK"
2014-09-04,,"Mooring ADRIFT, RECOVERED?"
2015-10-31,,"Recovered RT004, IO4-15-SN, at 7 38.10S 60 11.27E. ATRH broken, Anemometer damaged on recovery. All instruments recovered, all nylon lost. Release Lost. "
2016-07-15,,"Back from India, TFLEX0004 physically undamaged.  Mooring vandalized and set adrift.  Needs checkout."
2017-06-13,,"Verified U1 & U2 on MET board TI ICs, removed solder bridge JP24 on CPU board, updated Rain Ground from Seawater to Power ground."
2017-06-13,,"Installed firmware v1.12, 150313 to do current drain test."
2017-06-13,,"Found corrosion on connector board pins, so replaced connector board."
2017-06-19,,"Ran current drain test for 3 days, 17.26mA Ave.  See intermittent spurious command characters in always 1 of 6 Aquadopp IM data lines in the Iridium buffer:  examples >/sa  >/sam"
2017-09-07,,"Replaced GND faceplate connector (adding pin1&2, before only pin2).  Installed NEW IMM and NEW Serial board in an attempt to fix the read command characters (>/sa & >/sam) intermittantly corrupting one velocity aquadopp data string (in a 6 hour data buffer)."
2017-09-11,,"Ran a new current drain test and Aquadopp data test (with new IMM & Serial bd).  Ran for 4 Days, 14.03mA average."
2017-09-11,,"Upgraded to v2.01, 170530 Firmware"
2018-10-30,,"Back from Indonesia, IO1-18, not deployed, but tested on deck.  System left in LOG mode and shipped back in LOG mode."
2018-11-27,,Installed metal SS standoffs on bottom of circuit board stack (Higley).
2018-12-03,,"Ran benchtop current drain test for 3.5 days, 13.43mA Average.  Flash RAM data dump looked good."
2018-12-03,,Successfully tested XMIT and GPS commands outside on internal antennas.
